dataset,task,algo,buildtime,querytime,params,file,software,ram-process-max,ram-system-max,cpu-process-max,cpu-system-max,process-wallclock,recall_description,recall
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.113021895,1.492263085,"l=6,hash_bits=16,probes=750,patience=6,k=30,rotations=1",,"{""display_name"": ""messy-squash"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8555408c99605b00f30dc92cf4016d082f6f3a7d"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/8555408c99605b00f30dc92cf4016d082f6f3a7d""}], ""public_image_name"": null, ""mount_config"": null}",8261,336029,10,16,17356 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.947
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.113021895,0.784763977,"l=6,hash_bits=16,probes=390,patience=1,k=30,rotations=1",,"{""display_name"": ""messy-squash"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8555408c99605b00f30dc92cf4016d082f6f3a7d"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/8555408c99605b00f30dc92cf4016d082f6f3a7d""}], ""public_image_name"": null, ""mount_config"": null}",8261,336029,10,16,17356 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8831666666666667
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.113021895,1.18029894,"l=6,hash_bits=16,probes=500,patience=3,k=30,rotations=1",,"{""display_name"": ""messy-squash"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8555408c99605b00f30dc92cf4016d082f6f3a7d"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/8555408c99605b00f30dc92cf4016d082f6f3a7d""}], ""public_image_name"": null, ""mount_config"": null}",8261,336029,10,16,17356 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9256666666666666
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.113021895,0.981644373,"l=6,hash_bits=16,probes=500,patience=1,k=30,rotations=1",,"{""display_name"": ""messy-squash"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8555408c99605b00f30dc92cf4016d082f6f3a7d"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/8555408c99605b00f30dc92cf4016d082f6f3a7d""}], ""public_image_name"": null, ""mount_config"": null}",8261,336029,10,16,17356 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9029333333333334
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.113021895,0.880045235,"l=6,hash_bits=16,probes=450,patience=1,k=30,rotations=1",,"{""display_name"": ""messy-squash"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8555408c99605b00f30dc92cf4016d082f6f3a7d"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/8555408c99605b00f30dc92cf4016d082f6f3a7d""}], ""public_image_name"": null, ""mount_config"": null}",8261,336029,10,16,17356 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8944333333333333
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.113021895,1.284181038,"l=6,hash_bits=16,probes=550,patience=5,k=30,rotations=1",,"{""display_name"": ""messy-squash"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8555408c99605b00f30dc92cf4016d082f6f3a7d"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/8555408c99605b00f30dc92cf4016d082f6f3a7d""}], ""public_image_name"": null, ""mount_config"": null}",8261,336029,10,16,17356 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9332333333333334
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.113021895,0.988820614,"l=6,hash_bits=16,probes=450,patience=3,k=30,rotations=1",,"{""display_name"": ""messy-squash"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8555408c99605b00f30dc92cf4016d082f6f3a7d"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/8555408c99605b00f30dc92cf4016d082f6f3a7d""}], ""public_image_name"": null, ""mount_config"": null}",8261,336029,10,16,17356 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9179666666666667
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.113021895,1.082396572,"l=6,hash_bits=16,probes=450,patience=5,k=30,rotations=1",,"{""display_name"": ""messy-squash"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8555408c99605b00f30dc92cf4016d082f6f3a7d"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/8555408c99605b00f30dc92cf4016d082f6f3a7d""}], ""public_image_name"": null, ""mount_config"": null}",8261,336029,10,16,17356 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9229
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.113021895,0.997184811,"l=6,hash_bits=16,probes=390,patience=3,k=30,rotations=1",,"{""display_name"": ""messy-squash"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8555408c99605b00f30dc92cf4016d082f6f3a7d"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/8555408c99605b00f30dc92cf4016d082f6f3a7d""}], ""public_image_name"": null, ""mount_config"": null}",8261,336029,10,16,17356 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9082333333333333
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.113021895,1.088218103,"l=6,hash_bits=16,probes=650,patience=1,k=30,rotations=1",,"{""display_name"": ""messy-squash"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8555408c99605b00f30dc92cf4016d082f6f3a7d"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/8555408c99605b00f30dc92cf4016d082f6f3a7d""}], ""public_image_name"": null, ""mount_config"": null}",8261,336029,10,16,17356 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9193
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.113021895,0.694440373,"l=6,hash_bits=16,probes=331,patience=3,k=30,rotations=1",,"{""display_name"": ""messy-squash"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8555408c99605b00f30dc92cf4016d082f6f3a7d"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/8555408c99605b00f30dc92cf4016d082f6f3a7d""}], ""public_image_name"": null, ""mount_config"": null}",8261,336029,10,16,17356 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8920666666666667
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.113021895,0.658086428,"l=6,hash_bits=16,probes=331,patience=1,k=30,rotations=1",,"{""display_name"": ""messy-squash"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8555408c99605b00f30dc92cf4016d082f6f3a7d"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/8555408c99605b00f30dc92cf4016d082f6f3a7d""}], ""public_image_name"": null, ""mount_config"": null}",8261,336029,10,16,17356 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8638333333333333
llama-pg174,task2,faissHNSW,32.38664722442627,0.4044535160064697,"index=(HNSW128,efConstruction=500),query=(efSearch=250)",,"{""display_name"": ""buttery-ray"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""a82c21257f38264fb37f562c97921ce3343df066"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/a82c21257f38264fb37f562c97921ce3343df066""}], ""public_image_name"": null, ""mount_config"": null}",6393,336376,10,13,38357 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9654
llama-pg174,task2,faissHNSW,32.38664722442627,0.6025142669677734,"index=(HNSW128,efConstruction=500),query=(efSearch=400)",,"{""display_name"": ""buttery-ray"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""a82c21257f38264fb37f562c97921ce3343df066"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/a82c21257f38264fb37f562c97921ce3343df066""}], ""public_image_name"": null, ""mount_config"": null}",6393,336376,10,13,38357 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9664333333333334
llama-pg174,task2,faissHNSW,32.38664722442627,0.3917100429534912,"index=(HNSW128,efConstruction=500),query=(efSearch=200)",,"{""display_name"": ""buttery-ray"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""a82c21257f38264fb37f562c97921ce3343df066"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/a82c21257f38264fb37f562c97921ce3343df066""}], ""public_image_name"": null, ""mount_config"": null}",6393,336376,10,13,38357 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9640666666666666
llama-pg174,task2,faissHNSW,32.38664722442627,0.5901782512664795,"index=(HNSW128,efConstruction=500),query=(efSearch=300)",,"{""display_name"": ""buttery-ray"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""a82c21257f38264fb37f562c97921ce3343df066"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/a82c21257f38264fb37f562c97921ce3343df066""}], ""public_image_name"": null, ""mount_config"": null}",6393,336376,10,13,38357 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9659333333333333
llama-pg174,task2,faissHNSW,32.38664722442627,0.3186502456665039,"index=(HNSW128,efConstruction=500),query=(efSearch=100)",,"{""display_name"": ""buttery-ray"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""a82c21257f38264fb37f562c97921ce3343df066"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/a82c21257f38264fb37f562c97921ce3343df066""}], ""public_image_name"": null, ""mount_config"": null}",6393,336376,10,13,38357 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9479666666666666
llama-pg174,task2,faissHNSW,32.38664722442627,0.5962152481079102,"index=(HNSW128,efConstruction=500),query=(efSearch=350)",,"{""display_name"": ""buttery-ray"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""a82c21257f38264fb37f562c97921ce3343df066"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/a82c21257f38264fb37f562c97921ce3343df066""}], ""public_image_name"": null, ""mount_config"": null}",6393,336376,10,13,38357 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9662333333333334
llama-pg174,task2,faissHNSW,32.38664722442627,0.3938326835632324,"index=(HNSW128,efConstruction=500),query=(efSearch=150)",,"{""display_name"": ""buttery-ray"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""a82c21257f38264fb37f562c97921ce3343df066"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/a82c21257f38264fb37f562c97921ce3343df066""}], ""public_image_name"": null, ""mount_config"": null}",6393,336376,10,13,38357 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9601
llama-pg174,task2,ExhaustiveSearch,0.0,2.020137705,f16-Cos,,"{""display_name"": ""julia-baseline"", ""command"": ""julia --project=/app /app/search.jl --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""basel1nerz"", ""description"": """", ""source_code_active_branch"": ""tira"", ""source_code_commit"": ""89f2891915ea6609f04f49dd67fd20d039c3c430"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:sisap-challenges/sisap2026-julia-example.git"", ""href"": ""https://github.com/sisap-challenges/sisap2026-julia-example/tree/89f2891915ea6609f04f49dd67fd20d039c3c430""}], ""public_image_name"": null, ""mount_config"": null}",6672,504382,10,23,9950 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9665333333333334
llama-pg174,task2,neyshabur-srebro+bruteforce,0.04532933235168457,0.8307631015777588,neyshabur-srebro+bruteforce,,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5799,349300,10,18,1666 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9666666666666667
llama-pg174,task2,faissHNSW,33.942792654037476,0.4938230514526367,"index=(HNSW128,efConstruction=500),query=(efSearch=250)",,"{""display_name"": ""many-complement"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""a82c21257f38264fb37f562c97921ce3343df066"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/a82c21257f38264fb37f562c97921ce3343df066""}], ""public_image_name"": null, ""mount_config"": null}",6393,336330,10,15,40111 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9652666666666667
