dataset,task,algo,buildtime,querytime,params,file,software,ram-process-max,ram-system-max,cpu-process-max,cpu-system-max,process-wallclock,recall_description,recall
wikipedia-small,task1,LMIIVF,375.604453086853,1632.5041325092316,"index=(LMI32+IVF256SQ8),query=(nprobe=8,ivf_nprobe_total=128,discard=True)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,512279,19,55,10138167 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.912313
wikipedia-small,task1,LMIIVF,375.604453086853,232.5566062927246,"index=(LMI32+IVF256SQ8),query=(nprobe=8,ivf_nprobe_total=16,discard=True)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,512279,19,55,10138167 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.741193
wikipedia-small,task1,LMIIVF,375.604453086853,449.6187107563019,"index=(LMI32+IVF256SQ8),query=(nprobe=8,ivf_nprobe_total=32,discard=True)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,512279,19,55,10138167 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.820053
wikipedia-small,task1,LMIIVF,375.604453086853,110.08103227615356,"index=(LMI32+IVF256SQ8),query=(nprobe=4,ivf_nprobe_total=8,discard=True)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,512279,19,55,10138167 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.639894
wikipedia-small,task1,LMIIVF,375.604453086853,1742.2674357891083,"index=(LMI32+IVF256SQ8),query=(nprobe=16,ivf_nprobe_total=128,discard=True)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,512279,19,55,10138167 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.9146143333333333
wikipedia-small,task1,LMIIVF,375.604453086853,925.260479927063,"index=(LMI32+IVF256SQ8),query=(nprobe=16,ivf_nprobe_total=64,discard=True)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,512279,19,55,10138167 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.8776753333333334
wikipedia-small,task1,LMIIVF,375.604453086853,873.8808369636536,"index=(LMI32+IVF256SQ8),query=(nprobe=8,ivf_nprobe_total=64,discard=True)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,512279,19,55,10138167 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.8761996666666667
wikipedia-small,task1,LMIIVF,375.604453086853,414.2402009963989,"index=(LMI32+IVF256SQ8),query=(nprobe=4,ivf_nprobe_total=32,discard=True)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,512279,19,55,10138167 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.8151013333333333
wikipedia-small,task1,LMIIVF,375.604453086853,490.4014678001404,"index=(LMI32+IVF256SQ8),query=(nprobe=16,ivf_nprobe_total=32,discard=True)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,512279,19,55,10138167 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.8208973333333334
wikipedia-small,task1,LMIIVF,375.604453086853,251.8029580116272,"index=(LMI32+IVF256SQ8),query=(nprobe=16,ivf_nprobe_total=16,discard=True)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,512279,19,55,10138167 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.7417236666666667
wikipedia-small,task1,LMIIVF,375.604453086853,1403.811779975891,"index=(LMI32+IVF256SQ8),query=(nprobe=4,ivf_nprobe_total=128,discard=True)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,512279,19,55,10138167 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.900816
wikipedia-small,task1,LMIIVF,375.604453086853,773.9584612846375,"index=(LMI32+IVF256SQ8),query=(nprobe=4,ivf_nprobe_total=64,discard=True)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,512279,19,55,10138167 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.8682346666666667
wikipedia-small,task1,LMIIVF,375.604453086853,116.60332489013672,"index=(LMI32+IVF256SQ8),query=(nprobe=8,ivf_nprobe_total=8,discard=True)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,512279,19,55,10138167 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.6412473333333333
wikipedia-small,task1,fwht-jl+pynndescent+rerank,54.93032455444336,3.6785738468170166,"index=(fwht-jl,proj=256,os=42),query=(rerank=int8)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.747549
wikipedia-small,task1,fwht-jl+pynndescent+rerank,26.143183708190918,2.748899221420288,"index=(fwht-jl,proj=256,os=50),query=(rerank=int8)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.776479
wikipedia-small,task1,fwht-jl+pynndescent+rerank,24.873433828353882,2.7409942150115967,"index=(fwht-jl,proj=320,os=48),query=(rerank=int8)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.826603
wikipedia-small,task1,fwht-jl+pynndescent+rerank,24.56327772140503,2.765244960784912,"index=(fwht-jl,proj=256,os=46),query=(rerank=int8)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.763113
wikipedia-small,task1,fwht-jl+pynndescent+rerank,35.53907227516174,3.9511256217956543,"index=(fwht-jl,proj=256,os=72),query=(rerank=int8)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.825448
wikipedia-small,task1,fwht-jl+pynndescent+rerank,25.491309642791748,2.8544890880584717,"index=(fwht-jl,proj=256,os=48),query=(rerank=int8)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.7700113333333334
wikipedia-small,task1,fwht-jl+pynndescent+rerank,24.868915796279907,2.5182416439056396,"index=(fwht-jl,proj=256,os=44),query=(rerank=int8)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.7555323333333334
wikipedia-small,task1,fwht-jl+pynndescent+rerank,23.512160539627075,2.4476850032806396,"index=(fwht-jl,proj=320,os=44),query=(rerank=int8)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.814089
wikipedia-small,task1,fwht-jl+pynndescent+rerank,28.63045883178711,4.00518012046814,"index=(fwht-jl,proj=256,os=56),query=(rerank=none)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.7947176666666667
