dataset,task,algo,buildtime,querytime,params,file,software,ram-process-max,ram-system-max,cpu-process-max,cpu-system-max,process-wallclock,recall_description,recall
fiqa-dev,task3,HaNSWurst,44.688721656799316,2.7134079933166504,ef=80,,"{""display_name"": ""old02"", ""command"": ""python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""16bef0f376cd485ee91e90cf9631bb0c82ff3161"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/16bef0f376cd485ee91e90cf9631bb0c82ff3161""}], ""public_image_name"": null, ""mount_config"": null}",6103,437925,10,25,111098 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9498245086241476
fiqa-dev,task3,HaNSWurst,44.688721656799316,6.35167384147644,ef=600,,"{""display_name"": ""old02"", ""command"": ""python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""16bef0f376cd485ee91e90cf9631bb0c82ff3161"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/16bef0f376cd485ee91e90cf9631bb0c82ff3161""}], ""public_image_name"": null, ""mount_config"": null}",6103,437925,10,25,111098 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9632119935820297
fiqa-dev,task3,HaNSWurst,44.688721656799316,4.056147336959839,ef=237,,"{""display_name"": ""old02"", ""command"": ""python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""16bef0f376cd485ee91e90cf9631bb0c82ff3161"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/16bef0f376cd485ee91e90cf9631bb0c82ff3161""}], ""public_image_name"": null, ""mount_config"": null}",6103,437925,10,25,111098 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9596971520256719
fiqa-dev,task3,HaNSWurst,44.688721656799316,3.3700947761535645,ef=149,,"{""display_name"": ""old02"", ""command"": ""python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""16bef0f376cd485ee91e90cf9631bb0c82ff3161"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/16bef0f376cd485ee91e90cf9631bb0c82ff3161""}], ""public_image_name"": null, ""mount_config"": null}",6103,437925,10,25,111098 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9568491776975532
fiqa-dev,task3,HaNSWurst,44.688721656799316,5.859800815582275,ef=513,,"{""display_name"": ""old02"", ""command"": ""python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""16bef0f376cd485ee91e90cf9631bb0c82ff3161"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/16bef0f376cd485ee91e90cf9631bb0c82ff3161""}], ""public_image_name"": null, ""mount_config"": null}",6103,437925,10,25,111098 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9627306458082632
,task3,chnsw,126.543,196.291,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=0,msb=0,md=100000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666666666666667
,task3,chnsw,126.543,196.253,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=150,msb=0,md=150000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666666666666667
,task3,chnsw,126.543,125.273,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=50,msb=150,md=100000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666064981949458
,task3,chnsw,126.543,126.962,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=0,msb=150,md=150000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666064981949458
,task3,chnsw,126.543,126.847,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=150,msb=150,md=200000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666064981949458
,task3,chnsw,126.543,126.319,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=150,msb=150,md=150000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666064981949458
,task3,chnsw,126.543,126.557,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=150,msb=150,md=100000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666064981949458
,task3,chnsw,126.543,193.999,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=0,msb=0,md=150000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666666666666667
,task3,chnsw,126.543,126.618,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=0,msb=150,md=200000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666064981949458
,task3,chnsw,126.543,192.999,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=150,msb=0,md=200000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666666666666667
,task3,chnsw,126.543,192.232,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=50,msb=0,md=200000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666666666666667
,task3,chnsw,126.543,194.722,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=0,msb=0,md=200000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666666666666667
,task3,chnsw,126.543,126.457,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=50,msb=150,md=200000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666064981949458
,task3,chnsw,126.543,192.949,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=150,msb=0,md=100000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666666666666667
,task3,chnsw,126.543,192.634,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=50,msb=0,md=150000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666666666666667
,task3,chnsw,126.543,127.007,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=50,msb=150,md=150000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666064981949458
,task3,chnsw,126.543,125.562,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=0,msb=150,md=100000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666064981949458
,task3,chnsw,126.543,190.975,"k=2000,itr=3,nb=500,nd=25,hf=0.05,mqt=50,msb=0,md=100000",,"{""display_name"": ""bordeaux-speed"", ""command"": ""/app/chnsw_app --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""seed-42"", ""description"": """", ""source_code_active_branch"": ""PoC_test"", ""source_code_commit"": ""c6db4f5e50636f98930f0aeacea90197ecd97c9b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:channelEs/seed_42-SISAP-26.git"", ""href"": ""https://github.com/channelEs/seed_42-SISAP-26/tree/c6db4f5e50636f98930f0aeacea90197ecd97c9b""}], ""public_image_name"": null, ""mount_config"": null}",6053,473402,10,62,3609588 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9666666666666667
fiqa-dev,task3,HaNSWurst,44.588626861572266,3.506539821624756,ef=174,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9578219013237064
